emotion,text
Negative,Gone to the shiggity shwa. back Sunday.
Negative,My Twitteeeerrr babiieshow Ive missed you  I hate this whole not having a phone thng
Negative,i cant find my keys
Positive,You can't spell #melo without e m and o...  &lt;3 to my favorite blogging site.
Negative,hugh isn't on it @wossy lied last week
Negative,"i donbt like to peel prawns, i also dont like going shopping, running out of money and crawling round the car looking for more"
Negative,It wasn't a good day ..
Negative,with harry.. baked. love you cassie.. BUT YOU'RE NOT ONLINE!?
Negative,cleaning and packing. Moving house is shit. It's going to be a long weekend....
Negative,So my lucky jade nacklace/matching earrings ain't so lucky. Lost an earring. Now the chain broke on pendant
Negative,Guess not today
Negative,Okay so I'm trying to be happy and deal with my problems and my friends' also. Its hard
Positive,"ok guys, have to turn this Laptop off to pack.   tweet u guys on the road! bbl......"
Negative,"@SookieBonTemps ooc: thanks! Ugh...what a bad, bad day I've had. Damn @Twitter."
Positive,giesal all dayyyyyy. come join meee!
Positive,i say business ive only sold 2....and its not RL money  ...but its got me back into photoshop again
Positive,is on crutches!
Negative,"@kabobbins nevermind....I kept reading and see ya'll r gonna be in Williamsburg   I'll mind my business now, lol"
Negative,i have had the worst headache ever in the history of worst headaches today!  man i hate those!
Negative,"@kristenmchugh22 Oh, I'm so sorry!...my kitty is there right now being checked...losing lots of weight over last 3 wks. Not good"
Negative,Heading home in the rain  no pool today...guess I will hit the treadmill instead.
Positive,@MC_Craig_G Hope your enjoying the money..it's looking real good to me right now
Negative,@EyeFiCard boo...I thought being on the list meant it would be good to go  looks like i'll have to get a CF adapter for my dslr!
Negative,Dropped my lei off at the cemetary.
Negative,@drsteggy The evidently didn't have any of the smaller ones   I will keep looking.  I got a keen thing though for $7 that should do...
Negative,So bummed that I can't see LTJ in June  hoping for a UK yoke soon
Negative,Just banged my bloody foot! ow
Negative,@purlingsprite that is a bummer
Negative,omg i tink he is not cuming bckkk
Negative,@kdritchie77 I just tried to go back and the police blocked off the whole neighborhood.  they're evacuating the building now
Positive,http://twitpic.com/67ljj - As if teenagers need any more encouragement
Negative,@heritagesoftail Hahaha I miss Bradddd and all of the guys and KEITH.
Positive,@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.
Negative,@mareyachristina nope  i'm bored and hungry.
Negative,YAY! My cousin is coming over. I am so stressed my big recital is tomorrow. I tried to practice it and cant remember it.
Negative,fuck my life.
Positive,@Wossy What the hell Ross?! Where is Hugh Laurie! He was supposed to be on tonights show
Negative,@eallen444 oh em i'm sorry  i wuv you to pieces
Negative,"google wave next, can't keep up with the 186 ways i can communicate with people now  what happened to good old fashioned letter writing?"
Positive,@KlutzyAnisha  How about we play tomorrow?
Negative,@MrPerfect919 i did have 1 n i still do...this job is so dead 2 me right now...
Positive,"made it into leadership, buttt i'm still not happy! how can i enjoy it without my best friend?"
Negative,@ChuckQuartz Oui mademoiselle. You can barely turn around these days without bumping into one.
Negative,CRYING CUZ PEOPLE WONT FOLLOW ME!!!!!!!
Negative,@smiley_steph boo  I miss you! It's been ages. Once I get Internet back I'll try to fix ALO haha it likes to act up from time to time...
Negative,had a really weird night last night and misses her friends
Negative,@DaSqUeAkYOne those were the good days the jetsons comes on right after finltstones ! i missed it today tho
Negative,Mel? Where Are You You Shud Be Here At My House
Positive,@m_delamerced what did judge answer to fid. duty 2 tort lawyer? u r so good at this.it will be like the oj trial over once this is done
Negative,Has a headache
Negative,is going to sleep. Tomorrow Exam Review
Positive,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i'm a sucker for these really lol shh
Negative,About to be stick at work till freakin 2 am.  Madd suck and I worked most the day!
Negative,is hating the weather. UGH.
Negative,OMFG my favourite jerk chicken place closed
Negative,live now! but nobodys there!
Positive,"@tidesandclouds   eff you. jk, i'll probably make it to philly."
Negative,My radiator boiled out
Positive,Been so busy for the entire week. Be able to take a breath next Tuesday
Negative,"wants to scream, because the damn phot won't load...I guess this default will do for now"
Negative,drinking lemsip cause apaently i need ittt! IM NOT SICK
Negative,"gots my beathing suit that i ordered from victoia's secret. but i have to exchange the bottoms, so i have to wait another 2 weeks"
Negative,I wish the sun would come out...I guess it doesn't matter since I'm at work and can't enjoy it anyways
Negative,Well that just sucks. Good way to make me feel bad
Positive,"@mileycyrus Miley!!! I Heard You Have Never Been To A Prom  I Would Have Invited You To Mine If I Knew, We Could Arrange Another One? x"
Negative,@gettemkbr yo u can't love 1 twin and not the other lol
Negative,I've recently gained this highly sad feeling when I say goodbye to someone who I won't see ever again. Even if I barely know them!
Negative,@Ainz90 anyday! I hate living here!
Negative,"@SoccerGameBall i use to breathe soccer, live soccer.until i hurt my knee badly  sad day that was.pass my link around?"
Negative,i'm on relapse  mom and dad i need you. jesus fucking christ you stay away.
Negative,@antennaswrvu i can't figure out how to listen to it from the internet
Negative,"Watching GH. I feel so bad for Carly.  OMG, so fucked up."
Negative,can't believe I'm leaving this place tomorrow.
Positive,@ShaunCallahan wowzers! thanks! bang bang misses you on the dance floor
Negative,mattress armada needs to play a show soon or i'm going to be seriously sad
Negative,People are just pisssing me offf. Ugh
Negative,@Bill_Pritchard how come i dont see more of u? how come i dont see u at all is a better question lol. that needs to change mister! im sad
Negative,Rats the Creative VADO's are out of stock at walmart.com I'm too late.
Negative,I am so sad...
Negative,@porcelain_baby @Christomopher your not talking about your obsession with me right???
Positive,@lilithsativa POOOOOOOOR SHEEEEP!!!
Positive,"@josefamanriquez and yet i couldnt get a pic it wasnt allowed, then i won passes to their carpet of the 3d premiere no pic still wit them"
Negative,@lovexoL what happened to your phone
Negative,@shivface oh my god im sooooooooo sick  help me
Negative,"Don't think I'm gonna be able to go to see the JB 3D Concert...wrong time, no where very close by"
Negative,@MrBenzedrine you got your lion hoodie!! mines still a week or so away  what number is yours?
Negative,@Petronella I really want a Shish kebab... Going to have to settle for toast
Negative,@albanydia Not that funny! I wont jump
Positive,My uncle isn't coming after all
Positive,"Just got done with my first day of work and is exsausted, sweaty, and chalky."
Negative,This herniated disc sucks.  I'm stuck mostly on my back when I could be out riding.
Negative,Greg Pritchard was robbed  ii am too gutted for words
Negative,@edie22 What's wrong with Dr.Phil? I shamefully loved his show when I was able to watch it.
Negative,"@misspostit Na, ya ando pelon"
Negative,"@ChrisBrownWeb According to Bow Wow (his best-friend) Chris is not on Twitter, and doesn't want to be : / Because of haters probably"
Negative,@Scaraboo Ouchies. Sorry to hear it  Are you going to get it checked out?
Negative,@konstantinshero now my heart isnt cold  but im still missing you.
Negative,@jennyboomboom83 I know how you feel Darian is in LA with Bam and I am missing him terribly. And I won't see him until Sunday.
Negative,@drerae awww. that sux! my mom has a totally numb finger as well ever since she had her surgery for her hip replacement..sucky.
Negative,listening to ryan adams and being sick
Negative,"@racer108 you shouldnt have to reset more than once  if it doesn't work right the first time, something is up"
Positive,im quite upset do I really look under 15 :| they must have thought i was 14 or something ! Whatt ! thats unfair
Negative,Sadly I know a lot of women who like this song  ? http://blip.fm/~7a73f
Negative,Duncan finally got his orders... leaves for Iraq in September. Open invite to stay with me anytime during the year he'll be gone
Negative,@gabbyflyyy im so jealous! I want to go to ny
Positive,"@midsomerlover :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!"
Positive,I really fancy a frappuccino from Starbucks right now
Negative,feeling lonely
Positive,"@Jonasbrothers love much better, i want you call me"
Negative,Stu is actually SEVERLY sunburnt....it hurts!!!
Negative,@laurenyant which means i spend more time alone than with friends and family. how sad
Negative,The Matrix Online shuts down next month...wow...I feel kinda sad about it
Negative,Already misses the Dunhams.
Negative,@ladyloki idiot family and how I have been feeling just don't mix amongst other stuff
Negative,@bfly13
Positive,@harora wtf wtf wtf dont share such videos at this time man
Negative,@One_Bloody_Poet  Bad friends! Sorry to hear that.
Positive,- Gig was awesome! Am exahausted and so dont want to revise  Boo Hoo!
Negative,"@leprakhauns trying to have a baby, don't want my soda addiction to be a problem, so i quit  still sad and craving it though"
Negative,i wanna leave work already! Not feelin it 2day
Negative,@ashleygaskins  sowwy. Lover you
Negative,"is missing her best friend  commme back kayla, going out in a little while"
Positive,@MissBethAnn   I'm a Metsies fan also! Boo Hoo
Positive,"Just woke up. I dreamed I had 9 new emails! Sadly, it was just a dream"
Negative,"Praying for pressure on brain 2 subside, for brain seizures 2 stop &amp; for tumors 2 go - Dan is comfortable but still has niggling cough"
Negative,I really really really dont want to go to work! 4th shift of the week just to start over on sunday
Positive,@beautifulpaper Thanks for the warm welcome! We didn't make plans   because our arrival time was so up in the air.
Positive,sorry @RockinChick09 I Havent Ate Breakfast Yet So Ima Go Eat Over There lololol and my pc is dying  bbl love ya
Negative,i feel like watching a disney movie...too bad we dont have a vcr anymore
Negative,"Ps BGT was both fab and sad, I thought Greg was awesome, sad he's gone but a child will always win in that situation sadly"
Positive,A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow
Negative,My back is soooooo hurting.
Positive,football in the sun has owned me
Negative,Recovering from a bad fall at lunch. Great start to the weekend.
Positive,one of my customers just told me his GF ran over her own dog today   how sad?
Positive,@Tivon LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7
Negative,:'( big brother in 4 days! This means constant live tripe on e4 and no scrubs to fall asleep to! Not happy
Negative,@llcooljew Poor dear. Your fellow busty mavens have been there.  What gym do you belong to? PEAC?
Negative,"@TickingTimeBomb LMOA! i just quit one of mine, too much stress"
Negative,@Gemmaboyle I hope it'll go by as quickly as possible.
Negative,@BuddyTV I just found out about the giveaway.. I wish I would have known sooner  What happens with the unclaimed cities?
Negative,@LoriBartolozzi Oh  I'm sorry  I can't even imagine...although I know it will be reality for me soon
Negative,@LadyDutchess awww  i mish u too ladie whats been good?
Negative,"all alone.  still watching TWW, eating Italian chocolate and solving logic puzzles."
Negative,"Still @ hospital, unexpected complications"
Negative,"Btw, I think I may miss my flight.  Sasha's gonna be upset. But traffic was horriffic. Pull for me, guys!!!"
Negative,@stephenfry I'm afraid your comments on MP's expenses were hopelessly out of touch with the average person average salary. V.insensitive
Negative,but now my feet really hurt...
Positive,@kyoisorange oh right aww yeh well 5 is loads  love youuu  x
Negative,i cba with it now   ohwell might play another innabit
Negative,"@flyzik awe! i miss him so much. they're on &quot;vacation&quot;. which has lasted for like, six months. and i miss you!"
Positive,Doggone it! I only got an hour nap in  I really want some Ponderosa chicken wings!
Negative,Just dropped my new mobile down the loo.  Fingers crossed it works as I still have 17.5mths left on the contract
Negative,@kterwin I keep trying to talk myself out of Australia by thinking of the jet lag  So far it isn't working... I still want to go!
Negative,Just as quickly people arrived people have gone  Still hungry must find food!
Positive,"Im stuffed, Ive been eating junk all day!"
Negative,Poor winston!  Going on a run!
Negative,Car-warmed Sprite tastes like sore throat
Negative,Home Sweet Home by Carrie Underwood makes me sadd
Positive,@jackEO313 at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better
Negative,"nervous about going out tomorrow, cos its the first time since my daughter was born, she's 2!!! HELP"
Positive,@heroesforsale That would have been fun BUT we were soooo TIRED yesterday.  Long day at the office. Just did dinner and crashed.
Negative,@Pworldwide no I didn't
Negative,Why does Urban Outfitters taunt me with amazing clothing that's way too expensive.
Negative,my son got stung by a bug for the first time  his little finger is slightly swollen.
Negative,Mid shifts are so awful. Im just counting down time
Negative,"@amillerwvu- you're going to be mad. i got sent to the office by your sub. and our class was really bad after that, i hear. i'm sorry."
Negative,Really tired JAKe always gives me more work
Negative,Head hurts bad
Negative,paper work on a friday afternoo
Negative,Headed home ... Charlie's at the vet
Positive,So my first aid shift started out with some excitement but now it's kinda died down...  I wish I could do this more often!
Positive,I wish I had someone to enjoy a drink with outside on this beautiful evening. @lilracedevil we need to live closer to each other!
Positive,@WerewolfSeth did you really just call me Ma'am...wow that was the reality check of the day  lol
Negative,wants to go to falkland but cant cause of stupid exams and mtbcut are going to be there
Positive,i want my daddy
Negative,@ellenmoore08 I would if I was home
Negative,I think I may have frozen my butter by accident.
Negative,"had a great time out in the beer garden wit the boyos !! I think the sun got to me a bit though, feel a bit ill !!"
Negative,@DanielFielding Same! And big moths and wasps and just insects in general HAHA I hate them
Negative,Sad that the Statue of Liberty will completely reopen 2 weeks after our NYC trip.
Negative,Can't stop coughing
Negative,Stupid HomeWork Is A Waste Of My Time !
Positive,is sooo tired and too busy to tweet  im glad the weekend is here... yay 4 day-weekend
Positive,Oh joy its gong to be a long weekebd... Yipee :*Â¡
Negative,@jpadamson I certainly know the feeling. Wesley is sleeping and I want to go get something to eat but I only have $4.38 in my account
Negative,@MrsNewlywed what happened? I missed 4 hours of updates
Negative,At Marlees doc appointment poor babygirl has to get shots
Negative,sore head..hope my girls ok
Positive,@James_Waters WAS until I had to go home 'cause the presentation ended  x
Positive,@belindashort yeah wtf with that? my noggin doesn't take to either
Positive,@kristenyt  that's why I need to be there...To represent the Blackberries
Negative,Ugh!! Why isn't inFamous on xbox360!!!?? Fucking lame.. Its only on PS3..
Negative,can't go to the movies today
Negative,@Maxicatimus Miles from you   I'm in Essex so give me plenty of warning so I can arrive in time to get at least one of those free beers.
Negative,Bit down in the dumps today    Such an awful day !  Maybe good time to write a song   (Y)
Positive,@portugepunk fun who did you go with??? Another park no invite!  LOL
Positive,Awh i was having a great time outdoors today then i got rained out  what i shut down. Oh well tomorrow is another day.... hopefully!
Positive,I'm not sure why walking around in barnes and noble comforts me so much. O well now I'm off to work
Negative,No 'rosie day' today  goal is to leav my house b4 my mom gets here hmmm maybe 'rosie day' rescheduled for....wed......
Negative,I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed
Negative,Nearly ran over a pheasant on the driving lesson  Baws.
Negative,Lulu's put on scottish accent on britains got more talent makes me sad to be scottish  just coz falconers there dont play up your accent!
Negative,"@sara_luna everything , I donï¿½t know how explain  simply itï¿½s patetic"
Positive,"@ChuysGirl708 good, I'm glad you got there!! I had no 1 to come talk a walk with  LOL. Me, Becky &amp; Holcomb are the only 1s here again LOL"
Negative,oww...just bit my tongue
Negative,anyone else having a problem accessing their account info on the istore?  i cant buy music and cant look at my account
Negative,I have uncontrolable hic-ups right now that hurt
Negative,@hughsbeautiful beast I have had enough
Negative,@ThisStarChild *uhum* try that again - unlike the pretty women on here I just don't look 21 any more
Negative,"14 hours later, I am still too drunk to drive... For shame on me for letting myself drink that much. I am not in peak spirits right now."
Negative,"Okay, the man with the hook for a hand is kinda freaking me out right now."
Negative,@SweetChhavvi sick girl!  trying to shake this thing off but no luck .. How are you miss long time..
Negative,Mikey I'm bored
Negative,I was hoping to sleep in tomorrow ..I guess it's not happening  Stupid blood tests grrr..
Negative,Is bummed out...i don't have even one testimonial on Flickr.
Negative,My lower-left molar stings whenever it comes into contact with sugar of any sort
Negative,"Oh god, I feel like shit."
Positive,im blonding ... slowly but surely im blonding ... i wana scratch my hair but im not allowed
Negative,Everythings Sooo Messed Up!!!!!!! Life Sucks!!!!!!!!!!
Positive,@davewarwak I`d love to have a copty of &quot;Peep Show...&quot; I have Eilleen`s but I do have to give it back  Please help me out I miss you on FB
Negative,@JamieBolerjack still here unfortunately!!!!
Negative,I feel sick. And I have a solo tonight at my vocal jazz concert.  great
Negative,I've got a headache  !!!
Negative,@JennyTaylor94  yer it is...poor little cock  but she well doesnt deserve the stick off everyone! cowell once again going against producer
Negative,can't chat with @mitchelmusso since i have to go to school now  http://tinyurl.com/mf88dz
Positive,"i feel like a bright, new t-shirt.. wish i had one."
Negative,@EnvyAmor I'm sad that I missed you guys last night!
Negative,"Uh oh, I am sunburned"
Positive,i don't know what i'm doing  i feel so empty LOLLL cheesy but true :/
Negative,"When youre kawawa, you make me kawawa cuz i hate seeing you so kawawa's  ohhhhh &lt;3"
Negative,I didn't get the job at Berry Line after all.
Negative,just drove by NBC's Burbank lot and the line for Leno is wrapped around the building.  Longest I've ever seen. Leno's last show
Positive,i think iv hurt my tooth  and eilish and cassie are having a drawing competiton to draw cookies and pineapples haha :L .
Negative,8 of my 11 followers are random spammers
Negative,Theyre sappin mah sentry! errr yea... i'm without power at home right now
Negative,Working 12 hours saturday and sunday  atleast i'll have my phone to keep me company..
Positive,@chicksnchickens and @momtv the Creative VADO's are out of stock at walmart.com (missed it)  but thanks for tweeting about it
Negative,hollie steel on bgt was absolutely excruciating to watch...poor girl.
Positive,I actually got a bit of a tan today haha sadly will be working all weekend won't get a chance to enjoy the glorious sunrays boo
Positive,"@mops_beyond I told you people in indiana were batshit. I lived there, after all. I feel like I escaped from that Orwell book everyday..."
Negative,Sad that I won't see Deb for two days.
Negative,"@CameronMonroe_x Hey &quot;Cameron&quot;, I know it was amazing and I have sunburn too  So my mum isn't happy,, . &amp; my throat kills . . Still &lt;3 it"
Negative,I hope I make it to the bank before it closes. Ahhh traffic! And then I have to go back to work.
Negative,@scomizzle ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too
Negative,"@dougiemcfly me too, it sucks"
Positive,@ann_aguirre Now I wish I was going
Negative,my feet hurt
Positive,Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.
Negative,I want to go home!!
Positive,@LoriBartolozzi Wow  That had to be difficult
Negative,"@SamDescartes  Laws change in the 70s or 80s.   I could really push it bcause gran from Bathgate, but she was US citizen b4 dad born."
Positive,"Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x"
Positive,@gossipboy630 hahah really? some guy said i looked 14. i dont look young
Negative,@Zo_E Aw. well im sorry you don't like July for those reasons
Negative,is sad that greg pritchard didnt make it through to the final of britains got talent coz he soooo deserved it
Positive,"@karenneves few hotels in UK have free wifi, they are mega expensive here and usually only hard wired.  Loved using hotel wifi in States!"
Positive,Sob! I can't believe I'm ending my work week at the chapter about what Augusten Burrough's father did to Ernie the guinea pig!
Negative,So I thought the Cavs would crush the Magic and I come home from up north to realize how wrong I was.
Negative,Doesn't feel like working out.  @ 12th Street Gym http://loopt.us/OGqB5w.t
Negative,"Lost his favorite thing he loves to always have on him, his story of the year Key Chain.."
Negative,@Mattwerkmeister heyy have you deleted your myspace account  cause the link in the side bar wont work it says its been deleted wb ily xxx
Positive,@mandi_louise  bless ya... I know that feeling all too well!
Negative,"Sad news, after a week in the hospital, My uncle past away today. R.I.P. Uncle Tony"
Negative,Subhana Allah... I got scare told you i started having anxiety
Positive,"@PopularRepublic lol 'if u knew better, u'd do better, wouldnt wear Uggs in shoe weather...' awww RIP Stack B"
Negative,"@daltnnn woof, I wish I was allowed to go"
Positive,Whatever. Workweek's over. Time to go play with new phone. Sim card didn't transfer contacts list
Negative,Well school's finally over and idk but I'm sad  I'll miss my teachers. Goodbye Mrs R. and Mr. Collister
Negative,feels really sick after eating some form of chicken. Why do restaurants make their grilled chicken sooo greasy
Positive,Strange there is a 99 char limit to tweets on ustream   (GeoGeekTV live &gt; http://ustre.am/2TOa)
Negative,"has to be in cockermouth for 8:45 tomorrow morning, jesus christ i want sleep"
Negative,the sing store won't work.
Negative,I wish I could go to the Love Music Hate Racism gig this weekend   I'm not in the right part of the world even
Negative,ready for the weekend and sad that I have to be at the office again tomorrow morning
Negative,"@PeachyPictures oh dear, I take back my request.... I get so drunk on fizz!! And I def do regret it the next day, sure fired hangover"
Positive,"going to my bff's. haha. but thats in like 2 hourssss sooooo...calllll me. actually darn, i have hw"
Negative,so now i dont get my car back til monday. boooo
Negative,My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh
Negative,has hurt feet
Positive,@Spraypainthero wh-wha? hacky sack plans sans Jackie???
Negative,@xxxqueenteexxx sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!
Negative,Seeing people today made me realize I really miss someone. But I also miss my grandpa he's been gone 17 years  oh! but my moms mamagra ...
Positive,"@designbreaker Nothing, stayed home"
Negative,"feeling hot hot hot! honestly us scots are so not used to sun the minute we get some, we fry!!  x"
Negative,has cramps
Positive,@georgiaface Let the Right One In? Aparently Drag Me to Hell also has some horrible cat nastiness
Positive,"Getting closer to logging in. My left hand is so swollen, I can't wear my wedding ring. I keep forgetting and worrying that I lost it."
Positive,watching the rain and reminiscing about the time when everytime it rained I was with the love of my life.
Negative,"@CarsXCollide: no, I fell and effed my arm up today and now I have to do back drive."
Positive,tried to do something funny on twitter but failed.
Negative,"Fml! Ughhhhhhhhh, im not going anwhere today just sit in the bedroom I share with my mother and cry!"
Negative,@gregkang ah allergies  you must be sleeping walking at work!
Negative,i may cry damn this weather got my ass burnt (nt literally jus my shins arms n chest) legs hurt lyk a biatch  slightly enjoy it tho ha
Negative,@ox_grace I can't do anything
Negative,"Just got a follow from @lindsey5054. Yep, it's spam. Damn twitter traffic machine."
Negative,REALLY want to go to Maker Faire tomorrow but I am SO SICK.  #makerfaire
Negative,@AHisme  it sucks big time. I am in Sheffield till Sunday. I don't think I can pretend to be happy and smiley anymore.
Negative,@DC_Zol I would like to make a comment about the password but I can't on this medium
Negative,@samigrady traumatizing moment of my childhood. my dogs massacred baby bunnies and my brother and i got out the bb gun...
Negative,@Sam_Fenton i didnt even finish cleaning my room cuz i went to a party ahhhh  ITS STILL MESSY
Negative,"Wish you were here, babe"
Negative,gives you a Haiku status (inspired by Michelle Yuen)  the sun is shining a perfect day glorious day outside my office
Positive,such a nice day and i'm gonna be stuck inside all night
Negative,Where's my baby?!
Negative,Alcohol  toncilitus  but alcohol cancels it out
Negative,BGT made me cry tonight
Negative,Failed that shit LOL
Negative,Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .
Negative,"He can't fix it.   I guess I'll write until I get too bored then watch tv. Man, this is lame."
Negative,"@sexidance I saw slater on some MTV show, So you think you wanna dance with slater or some crap like that. Where's Kelly Kapowski"
Positive,@Tech_Animated thanks so much for everything you do!  i'm so sorry you're hurting
Negative,@nkirchmar I have 30 minutes to go! Then a 3 day weekend leading up to my birthday on Tuesday. I have to work on my birthday.
Positive,"I wish I was at Disneyland or watching Star Trek like other people are doing. I swear, I must be the only sap who works on Fridays."
Negative,stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way xD
Positive,On the way to Malaysia...no internet access to Twit
Negative,@karleemay @Kelly208 I am horror movie obsessed. Esp campy 80s films and Troma. Wish I didn't work tomorrow
Positive,"@mishxmonster  haha, as if I'm only 19 girl  They don't give me beer lol xD"
Positive,"I wonder who that thomasvanvliet is. Maybe you can help me, because I've just inherited $20000000! Can't withdraw it"
Negative,Today was not an inspirational photography day  #photography -  http://twurl.nl/jnizbw
Positive,"@goodwin0904  hey, but you have gal pals here in Phoenix!!!"
Negative,Dead stopped in the express lane. This would happen when I choose to take it. No way out now. Ugh. Hopefully this gets moving
Negative,@cassieebee Why I aint on ur #FF list? im hurt
Negative,@kmaco214 He's probably in bed...depends on what aide he has today.
Positive,getting rained out @ the devon horse show.  *head desk*
Negative,Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??
Positive,"@DesmoidSurvivor @fryphile he should be an honourary fluffette, such lovely hair (what's left  )"
Negative,"i miss everyone... i need faces  , not witty situational updates, but these will do..."
Negative,You people haVe no idea how depressing it is being at a steakhouse and not being able to eat
Negative,Left Cali this morning...in Dallas now..missing my car SO MUCH!!!
Negative,The graduation ceremony should be starting about now. I really wish I could be there.
Negative,SON OF A BITCH!!!! ARGGGHHHHHHHHHHH SO OVER IT.
Negative,"Had a shower. it's 5:55 PM. Triple 5's! Crap, it just turned 5:56"
Negative,Someone keyed my car.
Positive,I Need a freaking adventure.
Negative,This day is fkn UGLY &amp; it matches my mood  unfortunatly. Time 2 blast off 2 the moon
Negative,I am sad because I broke my super-awesome giant paper clip I was using for my Italy notes
Negative,"i need to read @lizzie123x fic again, but i lost it"
Positive,@MidgetheMutt voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset
Positive,@LoriBartolozzi Thanks...I really do appreciate that. I know it will be the hardest thing I have ever done
Negative,@kiyoshimartinez - 05/31 marks the end of our roommate era. And you never made me empanadas again.
Negative,"@binhog737 Sorry about the weather, hopefully you're not in the 2-3 hour wx delays here in BWI"
Positive,Just got back from working out. I'm feeling pretty good. work at 4:30
Negative,i'm sad...i'll miss you grandma angie.. you were always like a 3rd grandma to me..
Negative,@simoncowelI got really sad wen holly started crying   awwww bless
Positive,"Last day of holydays, gotta get back to work    Anyway, 2 great weeks"
Positive,"@xLilahhx Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of doing my music which is failing  lol x"
Negative,"@KOifusionpdx Another day and I couldn't find you.    I ended up trying another cart, can't remember their name.  'sigh'"
Negative,no longer works at swiss chalet
Negative,This weekend is going to be packed full of work for school  No life this summer I'm afraid.
Positive,@kaseyhayes a bee stung your eye? im sorry
Negative,@_finn_ Except I dropped him on my break and now he's got a ding in his side.  At least it wasn't the screen.
Positive,wishing warped tour came to london canada.....
Negative,Damn it's warm. Want to stay out the back garden to protect the doggie from the bastards next door.
Positive,"@oakridgeboys Think these little youtube's are cool!! Prayers, my dad admitted to hosp. this am, n/sure what problem is yet, maybe heart"
Negative,@gotenkslovesme haha yeh lol maybe.  i missed the last roadshow cause of rain
Negative,"i cant believe that its already friday! omg, what had i done?!"
Negative,hello..aint been tweetin all day cuz i had 2 switch things over 2 da new place. (exhausted and sick)
Positive,I dont understand why he's doing this
Negative,@FilmsRUs oh 2mrw? Yea I won't b there  but maybe next time
Negative,If you're going to actually read them you have to at least sign up  no fair!
Negative,@pen15lvr they frown on us googling alcohol at work
Negative,@DanielJUK awwww  nsty when ppl make fun of someone &amp;  laugh their asses off; when the see ur not laughing that shoud be a HINT! Wrong
Negative,ahhhh now i have no pic
Negative,I have the biggest headache ever. My photosensitivity is getting OUT OF CONTROL!! Help.
Positive,"@Jason_Manford oh, i'm so sorry, i didn't know  hope you're well x"
Negative,misses Nanny.
Negative,"I miss my doggy,my hammy,my turtle &amp;&amp; my fishes"
Negative,"@bobbythomas1 Oh no, garlic juice nooooooo  thats disgusting...grrrr"
Negative,ouch... head hurts
Negative,still have a high fever
Negative,God! They look stumpy... I'm not sharing my toes tonight
Negative,"I kind of miss a certain someone already.  and, i never get to see him again."
Negative,Dropping my mum at the station   I'll miss u mum
Negative,"@mona_tweets I wish I could be there to give you the biggest hug right now. I'm so sorry, I can't imagine how painful it must be"
Negative,Do I really look like the gay guy with the dark hair and sleeve from #BGT dreambears?
Negative,"@AZamann hah eeee, although understandable.. i need a new picture for this thing.. but i'm all sweaty"
Positive,@iamchinky13 are u ignoring me  gah!
Positive,Greenville for the weekend for my best friends birthday and leaving way later than i wanted...
Negative,The only way I'll feel safe is when he's finally in jail where his stalker ass belongs!
Negative,"@rainofashes I would never do that to an innocent individual, plus it's really unsanitary"
Negative,Aaarrrgh! I sooo want to see @johnlegend at MSG in August but dammit the decent seats are expensive. Booooooo recession!
Negative,"@diana_music im always blunt with my feelings, never seems to do any good"
Negative,@annaavila oh noooo.. dont cry  we'll see.. ill talk to krys... text her and see what she says.. we're both pooped.. so idk.
Negative,wtf at facebook spam saying that my DAD is my secret admirer
Positive,"on my way to get some Maggie Moos Peanut Butter Galaxy, then home! thank god this week is done. 4 meetings in 1 day!!!!"
Negative,"whats wrong with you, my sweet laptop!!!!!!"
Negative,Strained a muscle in my lower back today. &amp;*#&amp; it hurts! What hurts most is .. no running this weekend.
Negative,Sad duck day.
Negative,"@jpadamson don't wait on Red, could be ages. I know what you mean, though. Really looking for a new job"
Negative,@AmberRainDesign many tribes r becoming extinct  I blame Mc Donalds!!!
Negative,@savingtime buuuut its so annoying!!  okay *breathes* x.
Positive,@aly_jo3 I want a hug
Negative,"im getting really spotty and my spots ALWAYS scar... and NO its not because i pick them, even if i dont,they scar- FACT  my skin sucks"
